name,evolution_info,ability_1,ability_2,hidden_ability,hp,atk,def,sp_atk,sp_def,spd,catch_rate,rarity,obtainability,type1,type2,wiki_url,gen
Persian,"Alolan Persian is a Dark-type Pokémon. 
It evolves from Alolan Meowth while it has full happiness.",Limber,Technician,Unnerve,65,70,65,65,70,115,11.76,Common,[],Normal,,https://wiki.pokemonrevolution.net/index.php?title=Persian,1
Pidgeot,It evolves from Pidgeotto as early as level 36 and is the final evolutionary stage of Pidgey.,Keen Eye,Tangled Feet,Big Pecks,83,80,75,70,70,91,5.88,Common,['Wild'],Normal, Flying,https://wiki.pokemonrevolution.net/index.php?title=Pidgeot,1
Pidgeotto,"Having evolved from Pidgey as early as level 18, it evolves into its final evolutionary stage in Pidgeot as early as level 36.",Keen Eye,Tangled Feet,Big Pecks,63,60,55,50,50,71,15.69,Common,['Wild'],Normal, Flying,https://wiki.pokemonrevolution.net/index.php?title=Pidgeotto,1
Pidgey,"It evolves into Pidgeotto as early as level 18, whereafter it evolves into Pidgeot as early as level 36.",Keen Eye,Tangled Feet,Big Pecks,40,45,40,35,35,56,33.33,Common,"['Wild', 'Headbutt Trees', 'NPCs']",Normal, Flying,https://wiki.pokemonrevolution.net/index.php?title=Pidgey,1
Pikachu,"Having evolved from its baby-stage pre-evolution in Pichu when leveled up with maximal happiness, it evolves into its final evolutionary stage in Raichu via usage of a Thunder Stone.",Static,,Lightning Rod,35,55,30,50,40,90,24.84,Uncommon,"['Wild', 'NPCs']",Electric,,https://wiki.pokemonrevolution.net/index.php?title=Pikachu,1
Pinsir,,Hyper Cutter,Mold Breaker,Moxie,65,125,100,55,70,85,5.88,Rare,"['Wild', 'Headbutt Trees']",Bug,,https://wiki.pokemonrevolution.net/index.php?title=Pinsir,1
Poliwag,"It evolves into Poliwhirl as early as level 25; thereafter, it will either evolve into Poliwrath via contactual exposure to a Water Stone, or it will evolve into Politoed when traded while holding a King's Rock.",Water Absorb,Damp,Swift Swim,40,50,40,40,40,90,33.33,Common,['Wild'],Water,,https://wiki.pokemonrevolution.net/index.php?title=Poliwag,1
Poliwhirl,"Having evolved from Poliwag as early as level 25, it has a bievolutionary outlet; it will either evolve into Poliwrath when contactually exposed to a Water Stone, or it will evolve into Politoed when traded while holding a King's Rock.",Water Absorb,Damp,Swift Swim,65,65,65,50,50,90,15.69,Common,['Wild'],Water,,https://wiki.pokemonrevolution.net/index.php?title=Poliwhirl,1
Poliwrath,"Having evolved from Poliwhirl whereupon being contactually exposed to a Water Stone, it is one out of two of Poliwag's final stages in its bievolutionary lines; the other one is Politoed, which evolves from Poliwhirl when traded while holding a King's Rock.",Water Absorb,Damp,Swift Swim,90,85,95,70,90,70,5.88,Common,['Wild'],Water, Fighting,https://wiki.pokemonrevolution.net/index.php?title=Poliwrath,1
Ponyta,It evolves into its only evolutionary outlet in Rapidash as early as level 40.,Run Away,Flash Fire,Flame Body,50,85,55,65,65,90,24.84,Uncommon,['Wild'],Fire,,https://wiki.pokemonrevolution.net/index.php?title=Ponyta,1
Porygon,"It evolves into Porygon2 when traded holding an Up-Grade, which evolves into Porygon-Z when traded holding a Dubious Disc.",Trace,Download,Analytic,65,60,70,85,75,40,5.88,Unhuntable,"['Wild', 'Wondrous Site', 'Boss Reward', 'Cinnabar Research Lab']",Normal,,https://wiki.pokemonrevolution.net/index.php?title=Porygon,1
Primeape,"It is the only evolutionary outlet of Mankey, having evolved from it as early as level 28.",Vital Spirit,Anger Point,Defiant,65,105,60,60,70,95,9.8,Common,['Wild'],Fighting,,https://wiki.pokemonrevolution.net/index.php?title=Primeape,1
Psyduck,It evolves into its only evolutionary outlet in Golduck as early as level 33.,Damp,Cloud Nine,Swift Swim,50,52,48,65,50,55,24.84,Common,['Wild'],Water,,https://wiki.pokemonrevolution.net/index.php?title=Psyduck,1
Raichu,"Raichu is a Electric-type Pokémon. 
Having evolved from Pikachu via contractual exposure to a Thunder Stone, it is the final stage in the evolutionary line of the baby-stage Pichu Pokémon.",Static,,Lightning Rod,60,90,55,90,80,110,9.8,Uncommon,[],Electric,,https://wiki.pokemonrevolution.net/index.php?title=Raichu,1
Rapidash,"Having evolved from Ponyta at as early as level 40, it is its only evolutionary outlet.",Run Away,Flash Fire,Flame Body,65,100,70,80,80,105,7.84,Uncommon,['Wild'],Fire,,https://wiki.pokemonrevolution.net/index.php?title=Rapidash,1
Raticate,"Alolan Raticate is a Dark and Normal-type Pokémon. 
It evolves from Alolan Rattata at level 20 during nighttime, and is the final evolutionary stage of its line",Run Away,Guts,Hustle,55,81,60,50,70,97,16.6,Common,[],Normal,,https://wiki.pokemonrevolution.net/index.php?title=Raticate,1
Rattata,"Alolan Rattata is a Dark and Normal-type Pokémon. 
It evolves into Alolan Raticate at level 20 during nighttime.",Run Away,Guts,Hustle,30,56,35,25,35,72,33.33,Common,[],Normal,,https://wiki.pokemonrevolution.net/index.php?title=Rattata,1
Rhydon,"Having evolved from Rhyhorn as early as level 42, it will evolve into Rhyperior by holding a Protector while transacted in any trade.",Lightning Rod,Rock Head,Reckless,105,130,120,45,45,40,7.84,Uncommon,['Wild'],Ground, Rock,https://wiki.pokemonrevolution.net/index.php?title=Rhydon,1
Rhyhorn,"It evolves into Rhydon as early as level 42; thereafter, it will evolve into Rhyperior by holding a Protector while transacted in any trade.",Lightning Rod,Rock Head,Reckless,80,85,95,30,30,25,15.69,Uncommon,"['Wild', 'Diggable Patches']",Ground, Rock,https://wiki.pokemonrevolution.net/index.php?title=Rhyhorn,1
Sandshrew,"Alolan Sandshrew is a Ice and Steel-type Pokémon. 
It evolves into Alolan Sandslash when exposed to an Ice Stone.",Sand Veil,,Sand Rush,50,75,85,20,30,40,33.33,Common,[],Ground,,https://wiki.pokemonrevolution.net/index.php?title=Sandshrew,1
Sandslash,"Alolan Sandslash is a Ice and Steel-type Pokémon. 
It evolves from Alolan Sandshrew when contractually exposed to an Ice Stone, it is the final stage of its evolutionary line.",Sand Veil,,Sand Rush,75,100,110,45,55,65,11.76,Common,[],Ground,,https://wiki.pokemonrevolution.net/index.php?title=Sandslash,1
Scyther,Scyther is a Bug and Flying-type Pokémon. It evolves into Scizor when traded holding a Metal Coat.,Swarm,Technician,Steadfast,70,110,80,55,80,105,5.88,Rare,['Wild'],Bug, Flying,https://wiki.pokemonrevolution.net/index.php?title=Scyther,1
Seadra,"Having evolved from Horsea as early as level 32, it will evolve into its final evolutionary stage in Kingdra when it is transacted in a trade while equipping a Dragon Scale.",Poison Point,Sniper,Damp,55,65,95,95,45,85,9.8,Common,['Wild'],Water,,https://wiki.pokemonrevolution.net/index.php?title=Seadra,1
Seaking,"It is the final stage of Goldeen's evolutionary line, having evolved from it as early as level 33.",Swift Swim,Water Veil,Lightning Rod,80,92,65,65,80,68,7.84,Common,['Wild'],Water,,https://wiki.pokemonrevolution.net/index.php?title=Seaking,1
Seel,It evolves into its only evolutionary outlet in Dewgong as early as level 34.,Thick Fat,Hydration,Ice Body,65,45,55,45,70,45,4.44,Common,['Wild'],Water,,https://wiki.pokemonrevolution.net/index.php?title=Seel,1
Shellder,It evolves into its only evolutionary outlet in Cloyster when it is contactually exposed to a Water Stone.,Shell Armor,Skill Link,Overcoat,30,65,100,45,25,40,24.84,Uncommon,['Wild'],Water,,https://wiki.pokemonrevolution.net/index.php?title=Shellder,1
Slowbro,"It is one of the final evolutionary outlets of Slowpoke, having evolved from it as early as level 37; the other one is Slowking, which evolves from Slowpoke when traded while holding a King's Rock. 
It can Mega Evolve into Mega Slowbro via exposure of the Slowbronite.",Oblivious,Own Tempo,Regenerator,95,75,110,100,80,30,9.8,Common,['Wild'],Water, Psychic,https://wiki.pokemonrevolution.net/index.php?title=Slowbro,1
Slowpoke,"In its bi-evolutionary line, it evolves into either Slowbro as early as level 37 or Slowking when traded while holding a King's Rock.",Oblivious,Own Tempo,Regenerator,90,65,65,40,40,15,24.84,Common,"['Wild', 'NPCs']",Water, Psychic,https://wiki.pokemonrevolution.net/index.php?title=Slowpoke,1
Snorlax,"Having evolved from Munchlax when leveled up with maximal happiness, it is the final stage in Munchlax's evolutionary line.",Immunity,Thick Fat,Gluttony,160,110,65,65,110,30,3.27,Rare,['Wild'],Normal,,https://wiki.pokemonrevolution.net/index.php?title=Snorlax,1
Spearow,It evolves into Fearow as early as level 20.,Keen Eye,,Sniper,40,60,30,31,31,70,33.33,Common,"['Wild', 'Headbutt Trees', 'NPCs']",Normal, Flying,https://wiki.pokemonrevolution.net/index.php?title=Spearow,1
Squirtle,"It evolves into Wartortle at level 16, which then evolves into its final-stage form in Blastoise at level 36.",Torrent,,Rain Dish,44,48,65,50,64,43,5.88,Rare,"['Headbutt Trees', 'Surfing', 'NPCs']",Water,,https://wiki.pokemonrevolution.net/index.php?title=Squirtle,1
Starmie,It evolves from its only evolutionary outlet in Staryu when contactually exposed to a Water Stone.,Illuminate,Natural Cure,Analytic,60,75,85,100,85,115,7.84,Unhuntable,"['Wild', 'Miscellaneously']",Water, Psychic,https://wiki.pokemonrevolution.net/index.php?title=Starmie,1
Staryu,It evolves into its only evolutionary outlet in Starmie when contactually exposed to a Water Stone.,Illuminate,Natural Cure,Analytic,30,45,55,70,55,85,29.41,Uncommon,"['Wild', 'Miscellaneously']",Water,,https://wiki.pokemonrevolution.net/index.php?title=Staryu,1
Tangela,It evolves into its only evolutionary outlet in Tangrowth as soon as it is is leveled up while possessing the Ancient Power technique in its moveset.,Chlorophyll,Leaf Guard,Regenerator,65,55,115,100,40,60,5.88,Common,['Wild'],Grass,,https://wiki.pokemonrevolution.net/index.php?title=Tangela,1
Tauros,,Intimidate,Anger Point,Sheer Force,75,100,95,40,70,110,5.88,Uncommon,"['Wild', 'Headbutt Trees']",Normal,,https://wiki.pokemonrevolution.net/index.php?title=Tauros,1
Tentacool,It evolves into its only evolutionary outlet in Tentacruel as early as level 30.,Clear Body,Liquid Ooze,Rain Dish,40,40,35,50,100,70,24.84,Common,"['Wild', 'NPCs']",Water, Poison,https://wiki.pokemonrevolution.net/index.php?title=Tentacool,1
Tentacruel,"It is the only evolutionary outlet of Tentacool, having evolved from it as early as level 30.",Clear Body,Liquid Ooze,Rain Dish,80,70,65,80,120,100,7.84,Common,['Wild'],Water, Poison,https://wiki.pokemonrevolution.net/index.php?title=Tentacruel,1
Vaporeon,Vaporeon is a Water-type Pokémon and one of eight possible evolution based on Eevee. Having evolved from Eevee with the use of a Water Stone at any level.,Water Absorb,,Hydration,130,65,60,110,95,65,5.88,Rare,[],Water,,https://wiki.pokemonrevolution.net/index.php?title=Vaporeon,1
Venomoth,"It is the only evolutionary outlet of Venonat, having evolved from it as early as level 31.",Shield Dust,Tinted Lens,Wonder Skin,70,65,60,90,75,90,9.8,Common,['Wild'],Bug, Poison,https://wiki.pokemonrevolution.net/index.php?title=Venomoth,1
Venonat,It evolves into its only evolutionary outlet in Venomoth as early as level 31.,Compound Eyes,Tinted Lens,Run Away,60,55,50,40,55,45,24.84,Common,['Wild'],Bug, Poison,https://wiki.pokemonrevolution.net/index.php?title=Venonat,1
Venusaur,"Venusaur is a Grass- and Poison-type Pokémon. Having evolved from Ivysaur at level 32, it is the final evolutionary stage of Bulbasaur.",Overgrow,,Chlorophyll,80,82,83,100,100,80,5.88,Unhuntable,[],Grass, Poison,https://wiki.pokemonrevolution.net/index.php?title=Venusaur,1
Victreebel,"Having evolved from Weepinbell via contactual exposure to a Leaf Stone, it is the final stage of Bellsprout's evolutionary line.",Chlorophyll,,Gluttony,80,105,65,100,60,70,5.88,Common,['Wild'],Grass, Poison,https://wiki.pokemonrevolution.net/index.php?title=Victreebel,1
Vileplume,"Having evolved from Gloom via contactual exposure to a Leaf Stone, it is one of the final stages of Oddish's evolutionary line; the other one is Bellossom, which evolves from Gloom via contactual exposure to a Sun Stone.",Chlorophyll,,Effect Spore,75,80,85,100,90,50,5.88,Common,['Wild'],Grass, Poison,https://wiki.pokemonrevolution.net/index.php?title=Vileplume,1
Voltorb,It evolves into its only evolutionary outlet in Electrode as early as level 30.,Soundproof,Static,Aftermath,40,30,50,55,55,100,24.84,Common,"['Wild', 'NPCs']",Electric,,https://wiki.pokemonrevolution.net/index.php?title=Voltorb,1
Vulpix,"Alolan Vulpix is a Ice-type Pokémon. 
It evolves into Alolan Ninetales when contactually exposed to a Ice Stone, thereby reaching the final stage of its evolutionary line.",Flash Fire,,Drought,38,41,40,50,65,65,24.84,Common,[],Fire,,https://wiki.pokemonrevolution.net/index.php?title=Vulpix,1
Wartortle,"Wartortle is a Water-type Pokémon. Having evolved from Squirtle at level 16, it evolves into Blastoise at level 36.",Torrent,,Rain Dish,59,63,80,65,80,58,5.88,Unhuntable,[],Water,,https://wiki.pokemonrevolution.net/index.php?title=Wartortle,1
Weedle,"As a part of one of the earliest-evolvable level-designated evolutionary lines, Weedle into Kakuna at level 7; thereafter, it evolves into Beedrill at level 10.",Shield Dust,,Run Away,40,35,30,20,20,50,33.33,Common,"['Wild', 'Headbutt Trees', 'NPCs']",Bug, Poison,https://wiki.pokemonrevolution.net/index.php?title=Weedle,1
Weepinbell,"Having evolved from Bellsprout as early as level 21, it evolves into Victreebel when contactually exposed to a Leaf Stone, thereby reaching the final stage of its evolutionary line.",Chlorophyll,,Gluttony,65,90,50,85,45,55,15.69,Common,['Wild'],Grass, Poison,https://wiki.pokemonrevolution.net/index.php?title=Weepinbell,1
Weezing,"It is the only evolutionary outlet of Koffing, having evolved from it as early as level 35.",Levitate,,,65,90,120,85,70,60,7.84,Uncommon,['Wild'],Poison,,https://wiki.pokemonrevolution.net/index.php?title=Weezing,1
Wigglytuff,"Having evolved from Jigglypuff when contactually exposed to a Moon Stone, it is the final stage of Igglybuff's evolutionary line.",Cute Charm,Competitive,Frisk,140,70,45,75,50,45,6.54,Uncommon,['Wild'],Normal, Fairy,https://wiki.pokemonrevolution.net/index.php?title=Wigglytuff,1
Zapdos,,Pressure,,Static,90,90,85,125,90,100,0.39,Unhuntable,[],Electric, Flying,https://wiki.pokemonrevolution.net/index.php?title=Zapdos,1
Zubat,"It evolves into Golbat as early as level 22; thereafter, it will evolve into Crobat when leveled up with maximal happiness, thereby reaching the final stage of its evolutionary line.",Inner Focus,,Infiltrator,40,45,35,30,40,55,33.33,Common,"['Wild', 'Headbutt trees', 'NPCs']",Poison, Flying,https://wiki.pokemonrevolution.net/index.php?title=Zubat,1
Aipom,It evolves into Ambipom when leveled up while knowing Double Hit.,Run Away,Pickup,Skill Link,55,70,55,40,55,85,5.88,Uncommon,"['Land', 'Headbutt Trees']",Normal,,https://wiki.pokemonrevolution.net/index.php?title=Aipom,2
Ampharos,"Ampharos is an Electric type Pokémon.
It evolves from Flaaffy starting at level 30.",Static,,Plus,90,75,75,115,90,55,5.88,Uncommon,['Land'],Electric,,https://wiki.pokemonrevolution.net/index.php?title=Ampharos,2
Ariados,It evolves from Spinarak starting from level 22.,Swarm,Insomnia,Sniper,70,90,70,60,60,40,11.76,Common,"['Land', 'Headbutt Trees']",Bug, Poison,https://wiki.pokemonrevolution.net/index.php?title=Ariados,2
Azumarill,It evolves from Marill starting at level 18. It is the final evolutionary stage of Azurill.,Thick Fat,Huge Power,Sap Sipper,100,50,80,50,80,50,9.8,Uncommon,"['Land', 'Surfing']",Water, Fairy,https://wiki.pokemonrevolution.net/index.php?title=Azumarill,2
Baby XD001,,Marvel Scale,,Multiscale,70,20,105,55,110,100,0.13,Unhuntable,[],Shadow, Flying,https://wiki.pokemonrevolution.net/index.php?title=Baby_XD001,2
Bayleef,"This also generates a cross-contrasted leveling chart for Bayleef's evolutions in Chikorita and Meganium, thereby outputting how much more experience they would need to level up to reach the same level as Bulbasaur; this is helpful for those who want to know the exactitudes of how much experience they'll save by postponing evolutions, as evolved forms tend to require more experience to level up.",Overgrow,,Leaf Guard,60,62,80,63,80,60,5.88,Unhuntable,"['Wild', 'NPCs']",Grass,,https://wiki.pokemonrevolution.net/index.php?title=Bayleef,2
