name,evolution_info,types,abilities,HP,Atk,Def,Sp.Atk,Sp.Def,Spd,catch_rate,obtainability
Krokorok,It evolves from Sandile starting at level 29 and evolves into Krookodile upon reaching level 40.,"['Ground', 'Dark']","['Intimidate', 'Moxie', 'Anger Point']",60,82,45,45,45,74,11.76%,[]
Krookodile,It evolves from Krokorok starting at level,"['Ground', 'Dark']","['Intimidate', 'Moxie', 'Anger Point']",95,117,80,65,70,92,5.88%,[]
Kyurem,,"['Dragon', 'Ice']",['Pressure'],125,130,90,130,90,95,0.39%,[]
Lampent,"Having it evolved from Litwick upon reaching level 41, which then evolves into Chandelure when exposed to a Dusk Stone.","['Ghost', 'Fire']","['Flash Fire', 'Flame Body', 'Infiltrator']",60,40,60,95,60,55,11.76%,[]
Landorus,,"['Ground', 'Flying']","['Sand Force', 'Sheer Force']",89,125,90,115,80,101,0.39%,[]
Larvesta,It evolves into Volcarona upon reaching level 59.,"['Bug', 'Fire']","['Flame Body', 'Swarm']",55,85,55,50,55,60,5.88%,"['Land', 'Bosses']"
Leavanny,It evolves from Swadloon when leveled up with maximum happiness.,"['Bug', 'Grass']","['Swarm', 'Chlorophyll', 'Overcoat']",75,103,80,70,80,92,5.88%,[]
Liepard,It evolves from Purrloin starting at level 20.,['Dark'],"['Limber', 'Unburden', 'Prankster']",64,88,50,88,50,106,11.76%,[]
Lilligant,It evolves from Petilil when exposed to a Sun Stone.,['Grass'],"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",70,60,75,110,75,90,9.8%,[]
Lillipup,"It evolves into Herdier upon reaching level 16, which then evolves into Stoutland at level 32.",['Normal'],"['Vital Spirit', 'Pickup', 'Run Away']",45,60,45,25,45,55,33.33%,"['Land', 'Bosses']"
Litwick,"It evolves into Lampent upon reaching level 41, which then evolves into Chandelure when exposed to a Dusk Stone.","['Ghost', 'Fire']","['Flash Fire', 'Flame Body', 'Infiltrator']",50,30,55,65,55,20,24.84%,"['Land', 'Bosses']"
Mandibuzz,,"['Dark', 'Flying']","['Big Pecks', 'Overcoat', 'Weak Armor']",110,65,105,55,95,80,7.84%,[]
Maractus,,['Grass'],"['Water Absorb', 'Chlorophyll', 'Storm Drain']",75,86,67,106,67,60,33.33%,['Land']
Meloetta,,"['Normal', 'Psychic']",['Serene Grace'],100,77,77,128,128,90,0.39%,[]
Mienfoo,It evolves into Mienshao upon reaching level 50.,['Fighting'],"['Inner Focus', 'Regenerator', 'Reckless']",45,85,50,55,50,65,23.53%,"['Land', 'Bosses']"
Mienshao,Having it evolved from Mienfoo upon reaching level 50.,['Fighting'],"['Inner Focus', 'Regenerator', 'Reckless']",65,125,60,95,60,105,5.88%,[]
Minccino,It evolves into Cinccino when exposed to a Shiny Stone.,['Normal'],"['Cute Charm', 'Technician', 'Skill Link']",55,50,40,40,40,75,33.33%,"['Land', 'Bosses']"
Munna,It evolves into Musharna when exposed to a Moon Stone.,['Psychic'],"['Forewarn', 'Synchronize', 'Telepathy']",76,25,45,67,55,24,24.84%,['Land']
Musharna,It evolves from Munna when exposed to a Moon Stone.,['Psychic'],"['Forewarn', 'Synchronize', 'Telepathy']",116,55,85,107,95,29,9.8%,[]
Oshawott,"It evolves into Dewott upon reaching level 17, which then evolves into Samurott at level 36. It is the Water type starter of Unova.",['Water'],"['Torrent', 'Shell Armor']",55,55,45,63,45,45,5.88%,"['Surfing', 'Bosses']"
Palpitoad,It evolves from Tympole starting at level 25 and then evolves into Seismitoad upon reaching level 36.,"['Water', 'Ground']","['Swift Swim', 'Hydration', 'Water Absorb']",75,65,55,65,55,69,15.69%,['Land']
Panpour,It evolves into Simipour when exposed to a Water Stone.,['Water'],"['Gluttony', 'Torrent']",50,53,48,53,48,64,24.84%,"['Land', 'Headbutt Trees']"
Pansage,It evolves into Simisage when exposed to a Leaf Stone.,['Grass'],"['Gluttony', 'Overgrow']",50,53,48,53,48,64,24.84%,"['Land', 'Headbutt Trees']"
Pansear,It evolves into Simisear when exposed to a Fire Stone.,['Fire'],"['Gluttony', 'Blaze']",50,53,48,53,48,64,24.84%,"['Land', 'Headbutt Trees']"
Patrat,It evolves into Watchog upon reaching level 20.,['Normal'],"['Run Away', 'Keen Eye', 'Analytic']",45,55,39,35,39,42,33.33%,['Land']
Pawniard,It evolves into Bisharp upon reaching level 52.,"['Dark', 'Steel']","['Defiant', 'Inner Focus', 'Pressure']",45,85,70,40,40,60,15.69%,"['Land', 'Excavation', 'Bosses']"
Petilil,It evolves into Lilligant when exposed to a Sun Stone.,['Grass'],"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",45,35,50,70,50,30,24.84%,"['Land', 'Headbutt Trees', 'Bosses']"
Pidove,"It evolves into Tranquill upon reaching level 21, which then evolves into Unfezant at level 32.","['Normal', 'Flying']","['Big Pecks', 'Super Luck', 'Rivalry']",50,55,50,36,30,43,33.33%,['Land']
Pignite,It evolves from Tepig starting at level 17 and then evolves into Emboar upon reaching level 36.,"['Fire', 'Fighting']","['Blaze', 'Thick Fat']",90,93,55,70,55,55,5.88%,['Land']
Purrloin,It evolves into Liepard upon reaching level 20.,['Dark'],"['Limber', 'Unburden', 'Prankster']",41,50,37,50,37,66,33.33%,"['Land', 'Bosses']"
Reshiram,,"['Dragon', 'Fire']",['Turboblaze'],100,120,100,150,120,90,0.39%,[]
Reuniclus,It evolves from Duosion upon reaching level 41.,['Psychic'],"['Overcoat', 'Magic Guard', 'Regenerator']",110,65,75,125,85,30,6.54%,[]
Roggenrola,"It evolves into Boldore upon reaching level 25, which then evolves into Gigalith when traded.",['Rock'],"['Sturdy', 'Weak Armor', 'Sand Force']",55,75,85,25,25,15,33.33%,"['Land', 'Dig Spots']"
Rufflet,It evolves into Braviary upon reaching level 54.,"['Normal', 'Flying']","['Keen Eye', 'Sheer Force', 'Hustle']",70,83,50,37,50,60,24.84%,['Land']
Samurott,It evolves from Dewott starting at level 36.,['Water'],"['Torrent', 'Shell Armor']",95,100,85,108,70,70,5.88%,[]
Sandile,"It evolves into Krokorok upon reaching level 29, which then evolves into Krookodile at level 40.","['Ground', 'Dark']","['Intimidate', 'Moxie', 'Anger Point']",50,72,35,35,35,65,23.53%,['Land']
Sawk,,['Fighting'],"['Sturdy', 'Inner Focus', 'Mold Breaker']",75,125,75,30,75,85,5.88%,"['Land', 'Bosses']"
Sawsbuck,It evolves from Deerling upon reaching level 34.,"['Normal', 'Grass']","['Chlorophyll', 'Sap Sipper', 'Serene Grace']",80,100,70,60,70,95,9.8%,[]
Scolipede,It evolves from Whirlipede starting at level 30.,"['Bug', 'Poison']","['Poison Point', 'Swarm', 'Speed Boost']",60,100,89,55,69,112,5.88%,[]
Scrafty,It evolves from Scraggy starting at level 39.,"['Dark', 'Fighting']","['Shed Skin', 'Moxie', 'Intimidate']",65,90,115,45,115,58,11.76%,[]
Scraggy,It evolves into Scrafty upon reaching level 39.,"['Dark', 'Fighting']","['Shed Skin', 'Moxie', 'Intimidate']",50,75,70,35,70,48,23.53%,"['Land', 'Excavation', 'Bosses']"
Seismitoad,It evolves from Palpitoad starting at level 36.,"['Water', 'Ground']","['Swift Swim', 'Poison Touch', 'Water Absorb']",105,95,75,85,75,74,5.88%,[]
Serperior,It evolves from Servine starting at level 36.,['Grass'],"['Overgrow', 'Contrary']",75,75,95,75,95,113,5.88%,[]
Servine,It evolves from Snivy starting at level 17 and then evolves into Serperior upon reaching level 36.,['Grass'],"['Overgrow', 'Contrary']",60,60,75,60,75,83,5.88%,[]
Sewaddle,"It evolves into Swadloon upon reaching level 20, which then evolves into Leavanny when leveled up with maximum happiness (255).","['Bug', 'Grass']","['Swarm', 'Chlorophyll', 'Overcoat']",45,53,70,40,60,42,33.33%,"['Land', 'Headbutt Trees']"
Shelmet,It evolves into Accelgor when traded with a Karrablast.,['Bug'],"['Hydration', 'Shell Armor', 'Overcoat']",50,40,85,40,65,25,26.14%,['Land']
Sigilyph,,"['Psychic', 'Flying']","['Wonder Skin', 'Magic Guard', 'Tinted Lens']",72,58,80,103,80,97,5.88%,"['Land', 'Excavation', 'Bosses']"
Simipour,It evolves from Panpour when exposed to a Water Stone.,['Water'],"['Gluttony', 'Torrent']",75,98,63,98,63,101,9.8%,[]
Simisage,It evolves from Pansage when exposed to a Leaf Stone.,['Grass'],"['Gluttony', 'Overgrow']",75,98,63,98,63,101,9.8%,[]
Simisear,It evolves from Pansear when exposed to a Fire Stone.,['Fire'],"['Gluttony', 'Blaze']",75,98,63,98,63,101,9.8%,[]
Snivy,"It evolves into Servine upon reaching level 17, which then evolves into Serperior when it reaches level 36.",['Grass'],"['Overgrow', 'Contrary']",45,45,55,45,55,63,5.88%,"['Land', 'Bosses']"
Solosis,"It evolves into Duosion upon reaching level 32, which then evolves into Reuniclus at level 41.",['Psychic'],"['Overcoat', 'Magic Guard', 'Regenerator']",45,30,40,105,50,20,26.14%,"['Land', 'Bosses']"
Stoutland,It evolves from Herdier starting at level 32.,['Normal'],"['Intimidate', 'Sand Rush', 'Scrappy']",85,110,90,45,90,80,5.88%,[]
Stunfisk,,"['Ground', 'Electric']","['Static', 'Limber', 'Sand Veil']",109,66,84,81,99,32,9.8%,"['Land', 'Dig Spots']"
Swadloon,It evolves from Sewaddle starting at level 20 and then evolves into Leavanny when leveled up with maximum happiness.,"['Bug', 'Grass']","['Leaf Guard', 'Chlorophyll', 'Overcoat']",55,63,90,50,80,42,15.69%,[]
Swanna,It evolves from Ducklett upon reaching level 35.,"['Water', 'Flying']","['Keen Eye', 'Big Pecks', 'Hydration']",75,87,63,87,63,98,5.88%,[]
Swoobat,It evolves from Woobat when leveled up with maximum happiness.,"['Psychic', 'Flying']","['Unaware', 'Klutz', 'Simple']",67,57,55,77,55,114,5.88%,[]
Tepig,"It evolves into Pignite upon reaching level 17, which then evolves into Emboar when it reaches level 36.",['Fire'],"['Blaze', 'Thick Fat']",65,63,45,45,45,45,5.88%,"['Land', 'Bosses']"
Terrakion,,"['Rock', 'Fighting']",['Justified'],91,129,90,72,90,108,0.39%,[]
Throh,,['Fighting'],"['Guts', 'Inner Focus', 'Mold Breaker']",120,100,85,30,85,45,5.88%,"['Land', 'Bosses']"
Thundurus,,"['Electric', 'Flying']","['Prankster', 'Defiant']",79,115,70,125,80,111,0.39%,[]
Timburr,"It evolves into Gurdurr upon reaching level 25, which then evolves into Conkeldurr when traded.",['Fighting'],"['Guts', 'Sheer Force', 'Iron Fist']",75,80,55,25,35,35,23.53%,"['Land', 'Bosses']"
Tirtouga,It evolves into Carracosta upon reaching level 37.,"['Water', 'Rock']","['Solid Rock', 'Sturdy', 'Swift Swim']",54,78,103,53,45,22,5.88%,['Surfing']
Tornadus,,['Flying'],"['Prankster', 'Defiant']",79,115,70,125,80,111,0.39%,[]
Tranquill,It evolves from Pidove starting at level and then evolves into Unfezant upon reaching level 32.,"['Normal', 'Flying']","['Big Pecks', 'Super Luck', 'Rivalry']",62,77,62,50,42,65,15.69%,[]
Trubbish,It evolves into Garbodor upon reaching level 36.,['Poison'],"['Stench', 'Sticky Hold', 'Aftermath']",50,50,62,40,62,65,24.84%,['Land']
Tympole,"It evolves into Palpitoad upon reaching level 25, which then evolves into Seismitoad at level 36.",['Water'],"['Swift Swim', 'Hydration', 'Water Absorb']",50,50,40,50,40,64,7.71%,"['Land', 'Surfing', 'Bosses']"
Tynamo,"It evolves into Eelektrik upon reaching level 39, which then evolves into Eelektross when exposed to a Thunder Stone.",['Electric'],['Levitate'],35,55,40,45,40,60,24.84%,"['Land', 'Surfing', 'Bosses']"
Unfezant,It evolves from Tranquill starting at level 32.,"['Normal', 'Flying']","['Big Pecks', 'Super Luck', 'Rivalry']",80,115,80,65,55,93,5.88%,[]
Vanillish,It evolves from Vanillite upon reaching level 35 and then evolves into Vanilluxe upon reaching level 37.,['Ice'],"['Ice Body', 'Snow Cloak', 'Weak Armor']",51,65,65,80,75,59,15.69%,[]
Vanillite,"It evolves into Vanillish upon reaching level 35, which then evolves into Vanilluxe at level 47.",['Ice'],"['Ice Body', 'Snow Cloak', 'Weak Armor']",36,50,50,65,60,44,33.33%,"['Land', 'Surfing']"
Vanilluxe,It evolves from Vanillish upon reaching level 47.,['Ice'],"['Ice Body', 'Snow Warning', 'Weak Armor']",71,95,85,110,95,79,5.88%,[]
Venipede,"It evolves into Whirlipede upon reaching level 22, which then evolves into Scolipede when it reaches level 30.","['Bug', 'Poison']","['Poison Point', 'Swarm', 'Speed Boost']",30,45,59,30,39,57,33.33%,"['Land', 'Excavation']"
Victini,,"['Psychic', 'Fire']",['Victory Star'],100,100,100,100,100,100,0.39%,[]
Virizion,,"['Grass', 'Fighting']",['Justified'],91,90,72,90,129,108,0.39%,[]
Volcarona,Having it evolved from Larvesta upon reaching level 59.,"['Bug', 'Fire']","['Flame Body', 'Swarm']",85,60,65,135,105,100,1.96%,['Mysterious Ticket']
Vullaby,It evolves into Mandibuzz upon reaching level 54.,"['Dark', 'Flying']","['Big Pecks', 'Overcoat', 'Weak Armor']",70,55,75,45,65,60,24.84%,"['Land', 'Bosses']"
Watchog,It evolves from Patrat starting at level 20.,['Normal'],"['Illuminate', 'Keen Eye', 'Analytic']",60,85,69,60,69,77,33.33%,['Land']
Whimsicott,It evolves from Cottonee when exposed to a Sun Stone.,"['Grass', 'Fairy']","['Prankster', 'Infiltrator', 'Chlorophyll']",60,67,85,77,75,116,9.8%,[]
Whirlipede,It evolves from Venipede starting at level 22 and evolving into Scolipede upon reaching level 30.,"['Bug', 'Poison']","['Poison Point', 'Swarm', 'Speed Boost']",40,55,99,40,79,47,15.69%,['Land']
Woobat,It evolves into Swoobat when leveled up with maximum Happiness (255).,"['Psychic', 'Flying']","['Unaware', 'Klutz', 'Simple']",55,45,43,55,43,72,24.84%,"['Land', 'Headbutt Trees', 'Bosses']"
Yamask,It evolves into Cofagrigus upon reaching level 34.,['Ghost'],['Mummy'],38,30,85,55,65,30,24.84%,"['Land', 'Excavation', 'Bosses']"
Zebstrika,It evolves from Blitzle starting at level 27.,['Electric'],"['Lightning Rod', 'Motor Drive', 'Sap Sipper']",75,100,63,80,63,116,9.8%,[]
Zekrom,,"['Dragon', 'Electric']",['Teravolt'],100,150,120,120,100,90,0.39%,[]
Zoroark,It evolves from Zorua at level 30.,['Dark'],['Illusion'],60,105,60,120,60,105,5.88%,['Birth Island']
Zorua,It evolves into Zoroark upon reaching level 30.,['Dark'],['Illusion'],40,65,40,80,40,65,9.8%,['Land']
Zweilous,"Having it evolved from Deino upon reaching level 50, and evolves into Hydreigon at level 64.","['Dark', 'Dragon']",['Hustle'],72,85,70,65,70,58,5.88%,[]
Aegislash,Having it evolved from Doublade when exposed to a Dusk Stone. Aegislash is the final evolved form of Honedge. It's unique ability Stance Change (ability) allows it to change to it's Blade form when using a damage-dealing move and change it's stats as well to be offensive focused instead of defensive focused.,"['Steel', 'Ghost']",['Stance Change'],60,50,150,50,150,60,5.88%,[]
Amaura,It evolves into Aurorus upon reaching level 39 and then leveling up during nighttime.,"['Rock', 'Ice']","['Refrigerate', 'Snow Warning']",77,59,50,67,63,46,5.88%,"['Land', 'Bosses', 'Sail Fossil']"
Aromatisse,It evolves from Spritzee when traded while holding a Sachet.,['Fairy'],"['Healer', 'Aroma Veil']",101,72,72,99,89,29,18.3%,['Land']
Aurorus,It evolves from Amaura upon reaching level 39 and then being leveled up during nighttime.,"['Rock', 'Ice']","['Refrigerate', 'Snow Warning']",123,77,72,99,92,58,5.88%,[]
Avalugg,It evolves from Bergmite upon reaching level 37.,['Ice'],"['Own Tempo', 'Ice Body', 'Sturdy']",95,117,184,44,46,28,7.19%,[]
Barbaracle,It evolves from Binacle upon reaching level 39.,"['Rock', 'Water']","['Sniper', 'Tough Claws', 'Pickpocket']",72,105,115,54,86,68,5.88%,[]
Bergmite,It evolves into Avalugg upon reaching level 37.,['Ice'],"['Own Tempo', 'Ice Body', 'Sturdy']",55,69,85,32,35,28,24.84%,"['Land', 'Excavation']"
Binacle,It evolves into Barbaracle upon reaching level 39.,"['Rock', 'Water']","['Sniper', 'Tough Claws', 'Pickpocket']",42,52,67,39,56,50,15.69%,['Surfing']
Braixen,It evolves from Fennekin upon reaching level 16 and then evolves into Delphox upon reaching level 36.,['Fire'],"['Blaze', 'Magician']",59,59,58,90,70,73,5.88%,[]
Bunnelby,It evolves into Diggersby starting at level 20.,['Normal'],"['Pickup', 'Cheek Pouch', 'Huge Power']",38,36,38,32,36,57,33.33%,['Wild']
Carbink,,"['Rock', 'Fairy']","['Clear Body', 'Sturdy']",50,50,150,50,150,50,7.84%,['Land']
Chesnaught,It evolves from Quilladin upon reaching level 36.,"['Grass', 'Fighting']","['Overgrow', 'Bulletproof']",88,107,122,74,75,64,5.88%,[]
Chespin,It evolves into Quilladin upon reaching level 16.,['Grass'],"['Overgrow', 'Bulletproof']",56,61,65,48,45,38,5.88%,"['Land', 'Bosses']"
Clauncher,It evolves into Clawitzer upon reaching level 37.,['Water'],['Mega Launcher'],50,63,62,58,63,44,29.41%,['Fishing']
Clawitzer,It evolves from Clauncher when it reaches level 37.,['Water'],['Mega Launcher'],71,73,88,120,89,59,7.19%,['Land']
Dedenne,,"['Electric', 'Fairy']","['Cheek Pouch', 'Pickup', 'Plus']",67,58,57,81,67,101,23.53%,"['Land', 'Bosses']"
Delphox,It evolves from Braixen upon reaching level 36.,"['Fire', 'Psychic']","['Blaze', 'Magician']",75,69,72,114,100,104,5.88%,[]
Diancie,,"['Rock', 'Fairy']",['Clear Body'],50,100,150,100,150,50,0.39%,[]
Diggersby,It evolves from Bunnelby upon reaching level 20.,"['Normal', 'Ground']","['Pickup', 'Cheek Pouch', 'Huge Power']",85,56,77,50,77,78,16.6%,[]
Doublade,"Having it evolved from Honedge upon reaching level 35, and evolves in Aegislash with a Dusk Stone.","['Steel', 'Ghost']",['No Guard'],59,110,150,45,49,35,11.76%,[]
Dragalge,It evolves from Skrelp when it reaches level 48.,"['Poison', 'Dragon']","['Poison Point', 'Poison Touch', 'Adaptability']",65,75,90,97,123,44,7.19%,[]
Espurr,It evolves into Meowstic upon reaching level 25.,['Psychic'],"['Keen Eye', 'Infiltrator', 'Own Tempo']",62,48,54,63,60,68,24.84%,['Land']
Fennekin,It evolves into Braixen upon reaching level 16.,['Fire'],"['Blaze', 'Magician']",40,45,40,62,60,60,5.88%,"['Land', 'Bosses']"
Flabebe,It evolves into Floette upon reaching level 19.,['Fairy'],"['Flower Veil', 'Symbiosis']",44,38,39,61,79,42,29.41%,"['Land', 'Surfing', 'Excavation']"
Fletchinder,It evolves from Fletchling upon reaching level 17 then evolves into Talonflame upon reaching level 35.,"['Fire', 'Flying']","['Flame Body', 'Gale Wings']",62,73,55,56,52,84,15.69%,[]
Fletchling,It evolves into Fletchinder upon reaching level 17.,"['Normal', 'Flying']","['Big Pecks', 'Gale Wings']",45,50,43,40,38,62,33.33%,"['Land', 'Bosses']"
Floette,It evolves from Flabebe upon reaching level 19 and then evolves into Florges when exposed to a Shiny Stone.,['Fairy'],"['Flower Veil', 'Symbiosis']",54,45,47,75,98,52,15.69%,[]
Florges,It evolves from Floette when exposed to a Shiny Stone.,['Fairy'],"['Flower Veil', 'Symbiosis']",78,65,68,112,154,75,5.88%,[]
Froakie,"It evolves into Frogadier starting at level 16, which evolves into Greninja starting at level 36.",['Water'],"['Torrent', 'Protean']",41,56,40,62,44,71,5.88%,"['Surfing', 'Miscellaneous methods']"
Frogadier,It evolves from Froakie starting at level 16 and evolves into Greninja starting at level 36.,['Water'],"['Torrent', 'Protean']",54,63,52,83,56,97,5.88%,[]
Furfrou,,['Normal'],['Fur Coat'],75,80,60,65,90,102,20.92%,"['Land', 'Bosses']"
Gogoat,It evolves from Skiddo upon reaching level 32.,['Grass'],"['Sap Sipper', 'Grass Pelt']",123,100,62,97,81,68,5.88%,[]
Goodra,"It evolves from Sliggoo starting at level 50 when leveled up during rain in the overworld. It is the final form of Goomy. 
Keep in mind that rain in the overworld is randomized.",['Dragon'],"['Sap Sipper', 'Hydration', 'Gooey']",90,100,70,110,150,80,5.88%,['Mysterious Ticket']
Goomy,"It evolves into Sliggoo upon reaching level 40 and evolves into Goodra starting at level 50 when leveled up during rain in the overworld.
Keep in mind that rain in the overworld is randomized.",['Dragon'],"['Sap Sipper', 'Hydration', 'Gooey']",45,50,35,55,75,40,5.88%,"['Land', 'Excavation', 'Bosses']"
Gourgeist,Having evolved from Pumpkaboo when traded.,"['Ghost', 'Grass']","['Pickup', 'Frisk', 'Insomnia']",65,90,122,58,75,84,7.84%,[]
Greninja,"It evolves from Frogadier starting at level 36. It is the final form of Froakie.
Battle Bond allows Greninja to change into Ash-Greninja when it knocks out an opposing Pokémon.","['Water', 'Dark']","['Torrent', 'Protean']",72,95,67,103,71,122,5.88%,[]
Hawlucha,,"['Fighting', 'Flying']","['Limber', 'Unburden', 'Mold Breaker']",78,95,75,74,63,118,22.88%,['Land']
Heliolisk,It evolves from Helioptile when exposed to a Sun Stone.,"['Electric', 'Normal']","['Dry Skin', 'Sand Veil', 'Solar Power']",62,55,52,109,94,109,9.8%,[]
Helioptile,It evolves into Heliolisk when exposed to a Sun Stone.,"['Electric', 'Normal']","['Dry Skin', 'Sand Veil', 'Solar Power']",44,38,33,61,43,70,24.84%,"['Land', 'Bosses']"
Honedge,It evolves into Doublade upon reaching level 35.,"['Steel', 'Ghost']",['No Guard'],45,80,100,35,37,28,23.53%,"['Land', 'Headbutt Trees', 'Excavation', 'Bosses', 'Dig Spots']"
Hoopa,,"['Psychic', 'Ghost']",['Magician'],80,110,60,150,130,70,0.39%,[]
Inkay,It evolves into Malamar upon reaching level 30.,"['Dark', 'Psychic']","['Suction Cups', 'Contrary', 'Infiltrator']",53,54,53,37,46,45,24.84%,"['Land', 'Bosses', 'Level Up', 'Egg Moves', 'TMs and HMs', 'TM Tutors', 'Move Tutors']"
Klefki,,"['Steel', 'Fairy']","['Prankster', 'Magician']",57,80,91,80,87,75,9.8%,"['Land', 'Headbutt Trees', 'Excavation', 'Bosses']"
Litleo,It evolves into Pyroar upon reaching level 35.,"['Fire', 'Normal']","['Rivalry', 'Unnerve', 'Moxie']",62,50,58,73,54,72,28.76%,['Land']
Malamar,Having it evolved from Inkay upon reaching level 30.,"['Dark', 'Psychic']","['Suction Cups', 'Contrary', 'Infiltrator']",86,92,88,68,75,73,10.46%,[]
Meowstic,It evolves from Espurr upon reaching level 25.,['Psychic'],"['Keen Eye', 'Infiltrator', 'Prankster']",74,48,76,83,81,104,9.8%,[]
Noibat,It evolves into Noivern upon reaching level 48.,"['Flying', 'Dragon']","['Frisk', 'Infiltrator', 'Telepathy']",40,30,35,45,40,55,24.84%,"['Land', 'Surfing', 'Excavation']"
Noivern,It evolves from Noibat upon reaching level 48.,"['Flying', 'Dragon']","['Frisk', 'Infiltrator', 'Telepathy']",85,70,80,97,80,123,5.88%,[]
Pancham,"It evolves into Pangoro when leveled up, after level 32, with a Dark type Pokémon in your party.",['Fighting'],"['Iron Fist', 'Mold Breaker', 'Scrappy']",67,82,62,46,48,43,28.76%,"['Land', 'Bosses']"
Pangoro,"It evolves from Pancham upon reaching level 32 and being leveled up, once more, with a Dark type Pokémon in your party.","['Fighting', 'Dark']","['Iron Fist', 'Mold Breaker', 'Scrappy']",95,124,78,69,71,58,8.5%,[]
Phantump,,"['Ghost', 'Grass']","['Natural Cure', 'Frisk', 'Harvest']",43,70,48,50,60,38,15.69%,"['Land', 'Bosses']"
Pumpkaboo,,"['Ghost', 'Grass']","['Pickup', 'Frisk', 'Insomnia']",49,66,70,44,55,51,15.69%,"['Land', 'Bosses']"
Pyroar,It evolves from Litleo upon reaching level 35.,"['Fire', 'Normal']","['Rivalry', 'Unnerve', 'Moxie']",86,68,72,109,66,106,8.5%,[]
Quilladin,It evolves from Chespin upon reaching level 16 and then evolves into Chesnaught upon reaching level 36.,['Grass'],"['Overgrow', 'Bulletproof']",61,78,95,56,58,57,5.88%,[]
Scatterbug,It evolves into Spewpa upon reaching level 9.,['Bug'],"['Shield Dust', 'Compound Eyes', 'Friend Guard']",38,35,40,27,25,35,33.33%,['Land']
Skiddo,It evolves into Gogoat upon reaching level 32.,['Grass'],"['Sap Sipper', 'Grass Pelt']",66,65,48,62,57,52,26.14%,"['Land', 'Bosses']"
Skrelp,It evolves into Dragalge upon reaching level 48.,"['Poison', 'Water']","['Poison Point', 'Poison Touch', 'Adaptability']",50,60,60,60,60,30,29.41%,"['Surfing', 'Fishing', 'Excavation']"
Sliggoo,"It evolves from Goomy starting at level 40 and evolves into Goodra starting at level 50 when leveled up during rain in the overworld. 
Keep in mind that rain in the overworld is randomized.",['Dragon'],"['Sap Sipper', 'Hydration', 'Gooey']",68,75,53,83,113,60,5.88%,[]
Slurpuff,It evolves from Swirlix when traded while holding a Whipped Dream.,['Fairy'],"['Sweet Veil', 'Unburden']",82,80,86,85,75,72,18.3%,['Land']
Spewpa,It evolves from Scatterbug upon reaching level 7 and then evolves into Vivillon upon reaching level 10.,['Bug'],"['Shed Skin', 'Friend Guard']",45,22,60,27,30,29,15.69%,[]
Spritzee,It evolves into Aromatisse when traded while holding a Sachet.,['Fairy'],"['Healer', 'Aroma Veil']",70,52,60,63,65,23,26.14%,['Land']
Swirlix,It evolves into Slurpuff when traded while holding a Whipped Dream.,['Fairy'],"['Sweet Veil', 'Unburden']",62,48,66,59,57,49,26.14%,"['Land', 'Bosses']"
Sylveon,"Sylveon is a Fairy type Pokémon. 
It evolves from Eevee after being leveled up on Love Island while knowing a Fairy type move.",['Fairy'],"['Cute Charm', 'Pixilate']",95,65,65,110,130,60,5.88%,"['Land', 'Bosses']"
Talonflame,It evolves from Fletchinder upon reaching level 35.,"['Fire', 'Flying']","['Flame Body', 'Gale Wings']",78,81,71,74,69,126,5.88%,[]
Trevenant,Having evolved from Phantump when traded.,"['Ghost', 'Grass']","['Natural Cure', 'Frisk', 'Harvest']",85,110,76,65,82,56,7.84%,[]
Tyrantrum,It evolves from Tyrunt upon reaching level 39 and then being leveled up during daytime.,"['Rock', 'Dragon']","['Strong Jaw', 'Rock Head']",82,121,119,69,59,71,5.88%,[]
Tyrunt,It evolves into Tyrantrum upon reaching level 39 and then leveling up during daytime.,"['Rock', 'Dragon']","['Strong Jaw', 'Sturdy']",58,89,77,45,45,48,5.88%,"['Land', 'Bosses', 'Jaw Fossil']"
Vivillon,It evolves from Spewpa upon reaching level 12.,"['Bug', 'Flying']","['Shield Dust', 'Compound Eyes', 'Friend Guard']",80,52,50,90,50,89,5.88%,[]
Volcanion,,"['Fire', 'Water']",['Water Absorb'],80,110,120,130,90,70,0.39%,[]
Xerneas,,['Fairy'],['Fairy Aura'],126,131,95,131,98,99,5.88%,[]
Yveltal,,"['Dark', 'Flying']",['Dark Aura'],126,131,95,131,98,99,5.88%,[]
Zygarde,,"['Dragon', 'Ground']","['Aura Break', 'Power Construct']",216,100,121,91,95,85,0.39%,[]
Araquanid,It evolves from Dewpider starting at level 22.,"['Water', 'Bug']","['Water Bubble', 'Water Absorb']",68,70,92,50,132,42,13.07%,[]
Bewear,Bewear is a Normal and Fighting type Pokémon. It evolves from Stufful at level 27.,"['Normal', 'Fighting']","['Fluffy', 'Klutz', 'Unnerve']",120,125,80,55,60,60,9.15%,[]
Bounsweet,"Bounsweet is a Grass  type Pokémon. It evolves into Steenee at level 18, which then evolves into its final-stage form in Tsareena after stomp learned.",['Grass'],"['Leaf Guard', 'Oblivious', 'Sweet Veil']",42,30,38,30,38,32,30.72%,[]
Brionne,It evolves from Popplio starting at level 17 and evolves into Primarina starting at level 34.,['Water'],"['Torrent', 'Liquid Voice']",60,69,69,91,81,50,5.88%,[]
